place,alpha-2,region,sub-region,cost_nomad,cost_coworking,cost_expat,coffee_in_cafe,cost_beer,places_to_work,free_wifi_available,internet_speed,freedom_score,peace_score,safety,fragile_states_index,press_freedom_index,female_friendly,lgbt_friendly,friendly_to_foreigners,racism,leisure,life_score,nightlife,weed
Valencia,ES,Europe,Southern Europe,2287.0,215.07,1655.0,4.3,4.3,0.8,0.8,8.0,0.8,0.8,0.8,39.8,19.92,1.0,0.8,0.8,0.4,0.8,0.85,0.62,1.0
Barcelona,ES,Europe,Southern Europe,3206.0,215.07,2330.0,5.38,5.38,1.0,0.6,28.0,0.8,0.8,0.8,39.8,19.92,0.62,1.0,0.62,0.87,1.0,0.82,1.0,1.0
Bilbao,ES,Europe,Southern Europe,2808.0,193.56,2466.0,5.38,5.38,0.2,0.6,43.0,0.8,0.8,0.6,39.8,19.92,0.8,0.6,0.8,0.4,0.6,0.8,0.4,1.0
Palma De Mallorca,ES,Europe,Southern Europe,3542.0,145.17,3417.0,5.38,5.38,0.8,0.8,0.0,0.8,0.8,0.8,39.8,19.92,0.8,1.0,0.8,0.4,1.0,0.83,1.0,1.0
Alicante,ES,Europe,Southern Europe,2765.0,436.86,1973.0,5.38,5.38,0.6,0.6,23.0,0.8,0.8,0.8,39.8,19.92,0.6,0.6,0.8,0.45,0.8,0.84,1.0,1.0
Corralejo,ES,Europe,Southern Europe,3073.0,129.04,1624.0,1.61,1.61,0.8,0.4,10.0,0.8,0.8,1.0,39.8,19.92,0.8,0.82,0.8,0.62,1.0,0.81,0.44,1.0
A Coruna,ES,Europe,Southern Europe,2383.0,182.81,1663.0,4.84,4.84,0.4,0.6,0.0,0.8,0.8,0.8,39.8,19.92,0.8,0.4,0.8,0.4,0.6,0.79,0.6,1.0
Malaga,ES,Europe,Southern Europe,2371.0,168.83,1718.0,4.3,4.3,0.4,0.4,0.0,0.8,0.8,0.8,39.8,19.92,0.8,0.4,1.0,0.45,0.64,0.78,0.64,1.0
Pamplona,ES,Europe,Southern Europe,2426.0,198.94,1798.0,2.15,2.15,0.4,0.6,19.0,0.8,0.8,0.8,39.8,19.92,0.6,0.6,0.6,0.6,0.6,0.78,0.6,0.0
Granada,ES,Europe,Southern Europe,2514.0,322.6,1934.0,5.38,5.38,0.4,0.2,6.0,0.8,0.8,0.6,39.8,19.92,0.8,0.6,0.6,0.4,0.6,0.74,1.0,1.0
Marbella,ES,Europe,Southern Europe,3178.0,182.81,2162.0,2.15,2.15,0.4,0.8,7.0,0.8,0.8,1.0,39.8,19.92,0.8,0.8,0.8,0.6,0.8,0.81,1.0,0.0
Ciutadella,ES,Europe,Southern Europe,3074.0,215.07,1841.0,3.76,3.76,0.6,1.0,4.0,0.8,0.8,0.8,39.8,19.92,0.8,0.6,1.0,0.4,1.0,0.8,0.2,1.0
Ibi,ES,Europe,Southern Europe,2250.0,161.3,1315.0,3.23,3.23,0.4,0.6,3.0,0.8,0.8,0.6,39.8,19.92,0.8,0.4,1.0,0.4,1.0,0.78,0.2,1.0
Porto,PT,Europe,Southern Europe,1681.0,107.53,1357.0,2.69,2.69,1.0,0.62,21.0,0.8,1.0,0.8,29.2,17.27,0.76,0.64,0.83,1.0,0.63,0.84,0.8,0.0
Lisbon,PT,Europe,Southern Europe,1844.0,106.46,1455.0,2.69,2.69,0.6,0.6,54.0,0.8,1.0,0.8,29.2,17.27,0.8,0.8,0.8,0.8,1.0,0.84,1.0,0.0
Braga,PT,Europe,Southern Europe,1322.0,129.04,1196.0,2.15,2.15,0.4,1.0,29.0,0.8,1.0,0.8,29.2,17.27,0.8,0.6,1.0,0.6,0.45,0.83,0.6,0.0
Aveiro,PT,Europe,Southern Europe,1964.0,215.07,1394.0,3.23,3.23,0.4,0.4,20.0,0.8,1.0,0.82,29.2,17.27,0.8,0.62,1.0,0.6,0.95,0.8,0.58,0.0
Funchal,PT,Europe,Southern Europe,2030.0,86.03,1349.0,1.77,1.77,0.4,0.4,21.0,0.8,1.0,0.8,29.2,17.27,0.6,0.4,0.8,0.6,0.6,0.79,0.6,0.0
Coimbra,PT,Europe,Southern Europe,2009.0,118.29,1268.0,4.3,4.3,0.4,0.6,21.0,0.8,1.0,0.6,29.2,17.27,1.0,0.4,0.8,0.6,0.6,0.78,0.6,0.0
Brussels,BE,Europe,Western Europe,2528.0,279.58,2075.0,4.3,4.3,1.0,0.76,38.0,0.8,1.0,0.6,29.0,14.18,1.0,0.6,0.4,0.4,0.6,0.87,0.6,0.0
Antwerp,BE,Europe,Western Europe,3125.0,75.27,2114.0,6.99,6.99,0.8,0.8,141.0,0.8,1.0,1.0,29.0,14.18,1.0,0.8,0.8,0.4,0.8,0.89,0.8,0.0
Ghent,BE,Europe,Western Europe,2605.0,104.31,2001.0,4.3,4.3,0.8,0.4,34.0,0.8,1.0,1.0,29.0,14.18,1.0,0.6,0.8,0.38,0.6,0.86,0.6,0.0
Leuven,BE,Europe,Western Europe,2852.0,355.52,2082.0,3.49,3.49,0.8,0.8,34.0,0.8,1.0,0.8,29.0,14.18,0.6,0.6,0.6,0.6,0.6,0.79,0.6,0.0
Wellington,NZ,Oceania,Australia and New Zealand,2408.0,266.44,2167.0,4.97,4.97,1.0,1.0,11.0,0.8,1.0,0.8,21.3,10.01,1.0,1.0,1.0,1.0,0.6,0.89,0.6,0.0
Christchurch,NZ,Oceania,Australia and New Zealand,2172.0,319.73,2259.0,3.55,3.55,0.8,0.6,32.0,0.8,1.0,1.0,21.3,10.01,0.0,0.6,1.0,1.0,0.8,0.88,0.6,0.0
Auckland,NZ,Oceania,Australia and New Zealand,2810.0,60.39,2816.0,7.11,7.11,0.8,0.2,7.0,0.8,1.0,1.0,21.3,10.01,0.8,1.0,0.8,1.0,0.6,0.82,0.6,0.0
Dunedin,NZ,Oceania,Australia and New Zealand,2751.0,433.41,2017.0,5.33,5.33,0.4,0.8,22.0,0.8,1.0,1.0,21.3,10.01,1.0,0.8,0.8,1.0,0.6,0.83,0.8,0.0
Stockholm,SE,Europe,Northern Europe,3202.0,492.03,2750.0,4.1,4.1,1.0,0.4,19.0,0.8,1.0,1.0,22.6,12.33,1.0,1.0,0.82,0.8,0.8,0.89,0.8,0.0
Gothenburg,SE,Europe,Northern Europe,2984.0,355.77,2456.0,4.37,4.37,0.8,0.8,35.0,0.8,1.0,0.8,22.6,12.33,1.0,0.8,1.0,0.8,1.0,0.87,1.0,0.0
Malmo,SE,Europe,Northern Europe,2712.0,273.35,1973.0,4.24,4.24,0.4,0.4,0.0,0.8,1.0,1.0,22.6,12.33,1.0,0.6,0.78,0.8,0.8,0.8,0.8,0.0
Ubud,ID,Asia,South-eastern Asia,1331.0,274.27,1288.0,1.12,1.12,0.8,0.6,5.0,0.2,0.6,0.8,74.9,41.72,0.64,0.8,0.8,0.8,1.0,0.76,0.6,0.0
Denpasar,ID,Asia,South-eastern Asia,1575.0,5.61,1222.0,0.0,0.0,0.8,0.8,8.0,0.2,0.6,0.8,74.9,41.72,0.4,0.18,0.6,0.4,0.8,0.74,0.8,0.0
Canggu,ID,Asia,South-eastern Asia,2114.0,261.86,1759.0,1.87,1.87,0.8,0.6,5.0,0.2,0.6,0.8,74.9,41.72,0.6,0.4,1.0,0.8,0.8,0.76,0.6,0.0
Kuta,ID,Asia,South-eastern Asia,1488.0,5.61,2971.0,0.75,0.75,0.8,0.4,0.0,0.2,0.6,0.6,74.9,41.72,0.4,0.2,0.8,0.4,0.6,0.72,0.4,0.0
Makassar,ID,Asia,South-eastern Asia,593.0,5.61,2391.0,0.75,0.75,0.6,0.4,5.0,0.2,0.6,0.4,74.9,41.72,0.4,0.4,0.6,0.4,0.6,0.62,0.6,0.0
Bandung,ID,Asia,South-eastern Asia,776.0,48.63,1560.0,0.75,0.75,0.4,0.6,8.0,0.2,0.6,0.6,74.9,41.72,0.4,0.4,0.8,0.4,0.8,0.66,0.4,0.0
Surabaya,ID,Asia,South-eastern Asia,714.0,91.28,749.0,0.75,0.75,0.4,0.6,5.0,0.2,0.6,0.6,74.9,41.72,0.6,0.4,0.6,0.4,0.6,0.65,0.4,0.0
Malang,ID,Asia,South-eastern Asia,615.0,5.61,882.0,0.75,0.75,0.6,0.6,5.0,0.2,0.6,0.4,74.9,41.72,0.4,0.4,0.6,0.4,0.6,0.62,0.6,0.0
Jakarta,ID,Asia,South-eastern Asia,1306.0,224.46,1376.0,1.87,1.87,0.8,0.6,4.0,0.2,0.6,0.6,74.9,41.72,0.4,0.2,0.64,0.4,0.6,0.63,0.6,0.0
Cirebon,ID,Asia,South-eastern Asia,639.0,5.61,842.0,0.75,0.75,0.8,0.6,3.0,0.2,0.6,0.6,74.9,41.72,0.4,0.2,0.8,0.4,0.6,0.65,0.4,0.0
Yogyakarta,ID,Asia,South-eastern Asia,726.0,22.45,782.0,2.4,2.4,0.4,0.4,2.0,0.2,0.6,0.6,74.9,41.72,0.4,0.2,0.6,0.4,0.4,0.64,0.6,0.0
Surakarta,ID,Asia,South-eastern Asia,565.0,5.61,723.0,0.0,0.0,0.2,0.6,4.0,0.2,0.6,0.4,74.9,41.72,0.4,0.2,0.6,0.8,0.4,0.56,0.2,0.0
Semarang,ID,Asia,South-eastern Asia,566.0,5.61,924.0,0.0,0.0,0.2,0.4,2.0,0.2,0.6,0.4,74.9,41.72,0.4,0.2,0.6,0.8,0.4,0.56,0.2,0.0
Pekanbaru,ID,Asia,South-eastern Asia,610.0,5.61,2447.0,0.0,0.0,0.2,0.4,2.0,0.2,0.6,0.4,74.9,41.72,0.4,0.2,0.6,0.8,0.6,0.55,0.2,0.0
Batam,ID,Asia,South-eastern Asia,927.0,207.17,441.0,0.0,0.0,0.6,0.6,1.0,0.2,0.4,0.6,84.7,44.66,0.6,0.4,0.8,0.6,0.6,0.56,0.6,0.0
Buenos Aires,AR,Americas,Latin America and the Caribbean,2393.0,153.85,1247.0,2.69,2.69,1.0,0.62,6.0,0.6,0.8,0.6,48.4,25.09,0.6,1.0,0.82,0.78,1.0,0.81,1.0,0.0
La Plata,AR,Americas,Latin America and the Caribbean,2290.0,15.38,991.0,3.27,3.27,0.4,0.2,5.0,0.6,0.8,0.4,48.4,25.09,0.6,0.8,1.0,0.8,1.0,0.74,1.0,0.0
Mar del Plata,AR,Americas,Latin America and the Caribbean,2152.0,123.08,1051.0,1.54,1.54,0.4,0.4,12.0,0.6,0.8,0.4,48.4,25.09,0.6,0.8,0.6,0.8,0.8,0.69,0.4,0.0
Cordoba,AR,Americas,Latin America and the Caribbean,1546.0,62.62,717.0,0.77,0.77,0.8,0.6,4.0,0.6,0.8,0.56,48.4,25.09,0.6,0.8,1.0,0.8,0.8,0.8,1.0,0.0
Rosario,AR,Americas,Latin America and the Caribbean,2863.0,307.25,1582.0,3.66,3.66,0.6,0.56,8.0,0.6,0.8,0.38,48.4,25.09,0.6,1.0,0.6,0.6,0.6,0.73,0.6,0.0
Mendoza,AR,Americas,Latin America and the Caribbean,3762.0,358.49,1621.0,3.45,3.45,0.6,0.6,4.0,0.6,0.8,0.42,48.4,25.09,0.4,0.6,0.6,0.6,0.4,0.68,0.6,0.0
Montreal,CA,Americas,Northern America,2574.0,258.5,1818.0,3.69,3.69,1.0,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,1.0,0.8,1.0,0.6,0.9,0.8,0.0
Quebec City,CA,Americas,Northern America,2081.0,89.37,1266.0,2.58,2.58,0.8,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,1.0,0.8,1.0,0.6,0.82,0.4,0.0
Halifax,CA,Americas,Northern America,2596.0,221.57,2010.0,3.32,3.32,0.8,0.6,0.0,0.8,1.0,0.6,23.8,15.26,1.0,0.6,0.8,1.0,0.6,0.82,0.4,0.0
Ottawa,CA,Americas,Northern America,2472.0,88.63,1760.0,3.69,3.69,0.8,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.4,1.0,1.0,0.6,0.84,0.4,0.0
Victoria,CA,Americas,Northern America,3061.0,240.03,2067.0,4.06,4.06,0.8,1.0,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.4,0.83,0.6,0.0
Calgary,CA,Americas,Northern America,3002.0,221.57,2365.0,5.54,5.54,0.8,0.2,0.0,0.8,1.0,0.6,23.8,15.26,0.6,0.6,0.8,0.96,0.6,0.79,0.6,0.0
Kitchener,CA,Americas,Northern America,3170.0,350.08,2454.0,5.54,5.54,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,1.0,0.84,0.4,0.0
Oshawa,CA,Americas,Northern America,2060.0,147.71,1797.0,3.32,3.32,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.8,0.6,0.0
Lethbridge,CA,Americas,Northern America,3605.0,296.9,3192.0,8.31,8.31,0.82,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,1.0,0.84,0.79,0.0
Kelowna,CA,Americas,Northern America,3258.0,274.74,2172.0,5.54,5.54,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.8,1.0,1.0,1.0,0.84,0.6,0.0
Surrey,CA,Americas,Northern America,2469.0,147.71,1759.0,3.51,3.51,0.4,1.0,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.79,0.4,0.0
Chatham,CA,Americas,Northern America,2198.0,221.57,1198.0,1.85,1.85,0.4,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.6,0.8,1.0,0.4,0.78,0.4,0.0
Winnipeg,CA,Americas,Northern America,2523.0,258.5,1804.0,3.69,3.69,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.8,0.4,0.0
Saskatoon,CA,Americas,Northern America,2387.0,147.71,1751.0,3.69,3.69,0.4,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.6,0.79,0.4,0.0
Barrie,CA,Americas,Northern America,2400.0,221.57,1879.0,4.06,4.06,0.6,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.8,0.8,1.0,0.2,0.77,0.6,0.0
Regina,CA,Americas,Northern America,2535.0,103.4,1888.0,4.25,4.25,0.4,0.6,0.0,0.8,1.0,1.0,23.8,15.26,0.0,1.0,0.8,1.0,0.6,0.77,0.6,0.0
Vancouver,CA,Americas,Northern America,3522.0,350.82,2483.0,3.69,3.69,0.8,1.0,0.0,0.8,1.0,0.8,23.8,15.26,1.0,1.0,0.62,1.0,0.6,0.77,0.58,0.0
Edmonton,CA,Americas,Northern America,2048.0,44.31,1826.0,2.95,2.95,0.4,0.4,0.0,0.8,1.0,0.6,23.8,15.26,1.0,0.6,1.0,1.0,0.4,0.76,0.4,0.0
Nanaimo,CA,Americas,Northern America,2757.0,184.64,1935.0,5.54,5.54,0.4,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,0.6,1.0,0.4,0.77,0.4,0.0
St.Catharines,CA,Americas,Northern America,2298.0,73.12,2611.0,3.69,3.69,0.6,0.6,0.0,0.8,1.0,1.0,23.8,15.26,1.0,1.0,1.0,1.0,0.4,0.77,0.4,0.0
Moncton,CA,Americas,Northern America,3238.0,450.52,2257.0,5.54,5.54,0.8,0.8,0.0,0.8,1.0,1.0,23.8,15.26,1.0,0.8,1.0,1.0,0.6,0.8,0.6,0.0
Toronto,CA,Americas,Northern America,3326.0,221.57,2302.0,3.69,3.69,0.8,0.6,0.0,0.8,1.0,0.64,23.8,15.26,0.6,1.0,0.82,1.0,0.6,0.76,1.0,0.0
Abbotsford,CA,Americas,Northern America,2657.0,360.42,1954.0,4.43,4.43,1.0,1.0,0.0,0.8,1.0,0.6,23.8,15.26,1.0,0.8,0.8,1.0,0.8,0.8,0.8,0.0
Brampton,CA,Americas,Northern America,2247.0,258.5,1832.0,2.95,2.95,0.4,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.6,0.8,1.0,0.6,0.79,0.8,0.0
Whistler,CA,Americas,Northern America,2170.0,368.53,4876.0,4.06,4.06,0.8,0.8,0.0,0.8,1.0,0.8,23.8,15.26,0.6,0.6,0.8,0.6,0.6,0.75,0.6,0.0
Fredericton,CA,Americas,Northern America,2676.0,300.05,1748.0,3.69,3.69,0.8,0.6,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.8,0.8,1.0,0.4,0.77,0.4,0.0
Fort McMurray,CA,Americas,Northern America,3815.0,540.63,3259.0,6.65,6.65,0.6,0.4,0.0,0.8,1.0,0.8,23.8,15.26,1.0,0.4,0.8,1.0,0.2,0.75,0.6,0.0
Berlin,DE,Europe,Western Europe,2236.0,172.05,2037.0,4.3,4.3,0.8,1.0,40.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.0
Hamburg,DE,Europe,Western Europe,3052.0,430.13,2740.0,4.3,4.3,0.8,0.2,22.0,0.8,1.0,1.0,28.6,14.8,1.0,0.6,0.8,0.8,1.0,0.9,1.0,0.0
Cologne,DE,Europe,Western Europe,2183.0,322.6,1905.0,4.3,4.3,0.8,0.22,13.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.62,0.75,0.8,0.86,0.8,0.0
Munich,DE,Europe,Western Europe,2704.0,311.84,2458.0,4.3,4.3,0.8,0.4,20.0,0.8,1.0,0.98,28.6,14.8,1.0,1.0,1.0,0.8,1.0,0.87,0.96,0.0
Stuttgart,DE,Europe,Western Europe,2501.0,257.0,1968.0,4.3,4.3,0.8,0.6,25.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,1.0,0.8,0.8,0.89,0.8,0.0
Nuremberg,DE,Europe,Western Europe,2376.0,160.22,1668.0,4.3,4.3,0.8,0.4,16.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.8,0.85,0.6,0.0
Leipzig,DE,Europe,Western Europe,2128.0,161.3,1463.0,4.3,4.3,0.4,0.0,47.0,0.8,1.0,0.8,28.6,14.8,1.0,1.0,0.78,0.8,0.56,0.8,0.6,0.0
Dusseldorf,DE,Europe,Western Europe,2687.0,311.84,2081.0,4.3,4.3,0.8,0.2,0.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.4,0.79,0.62,0.0
Karlsruhe,DE,Europe,Western Europe,2181.0,215.07,1680.0,4.3,4.3,0.4,0.4,38.0,0.8,1.0,1.0,28.6,14.8,1.0,0.6,0.6,0.8,0.6,0.8,0.22,0.0
Bremen,DE,Europe,Western Europe,2484.0,387.12,1855.0,4.3,4.3,0.8,0.6,20.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.6,0.81,1.0,0.0
Jena,DE,Europe,Western Europe,2218.0,268.83,1783.0,4.3,4.3,0.4,0.2,21.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,0.8,0.8,0.6,0.8,1.0,0.0
Dresden,DE,Europe,Western Europe,2230.0,106.46,1495.0,4.3,4.3,0.4,0.8,26.0,0.8,1.0,1.0,28.6,14.8,1.0,0.8,1.0,0.8,0.6,0.83,0.8,0.0
Dortmund,DE,Europe,Western Europe,2867.0,318.79,2023.0,3.23,3.23,0.8,0.8,14.0,0.8,1.0,1.0,28.6,14.8,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.0
Aachen,DE,Europe,Western Europe,2785.0,393.57,1879.0,4.3,4.3,0.4,0.8,18.0,0.8,1.0,0.8,28.6,14.8,1.0,0.8,0.8,0.8,0.6,0.8,0.8,0.0
Hannover,DE,Europe,Western Europe,2957.0,204.31,1968.0,4.3,4.3,0.6,0.6,0.0,0.8,1.0,1.0,28.6,14.8,1.0,0.4,0.8,0.8,0.6,0.79,0.6,0.0
Heidelberg,DE,Europe,Western Europe,2983.0,348.96,2111.0,3.23,3.23,0.6,0.6,38.0,0.8,1.0,0.8,28.6,14.8,0.6,0.4,0.6,0.6,0.6,0.78,0.6,0.0
Erlangen,DE,Europe,Western Europe,2972.0,343.72,1880.0,3.23,3.23,0.6,0.6,15.0,0.8,1.0,0.8,28.6,14.8,0.6,0.6,0.6,0.6,0.6,0.76,0.6,0.0
Frankfurt,DE,Europe,Western Europe,2634.0,393.57,2167.0,4.3,4.3,0.8,0.6,3.0,0.8,1.0,1.0,28.6,14.8,1.0,1.0,1.0,0.8,0.8,0.83,0.8,0.0
Hanoi,VN,Asia,South-eastern Asia,785.0,44.72,937.0,1.12,1.12,1.0,0.4,5.0,0.2,0.6,0.64,70.7,74.27,0.42,0.42,0.62,0.42,0.42,0.73,0.6,0.0
Ho Chi Minh City,VN,Asia,South-eastern Asia,829.0,89.43,1037.0,1.12,1.12,0.8,0.6,10.0,0.2,0.6,0.58,70.7,74.27,0.6,0.4,0.6,0.4,0.8,0.7,0.76,0.0
Hoi An,VN,Asia,South-eastern Asia,727.0,178.86,824.0,0.67,0.67,0.4,0.6,5.0,0.2,0.6,0.6,70.7,74.27,0.4,0.6,0.6,0.4,0.6,0.63,0.6,0.0
Da Nang,VN,Asia,South-eastern Asia,1019.0,178.86,1447.0,1.45,1.45,0.8,0.6,3.0,0.2,0.6,0.6,70.7,74.27,0.6,0.4,0.8,0.6,0.6,0.71,0.4,0.0
Da Lat,VN,Asia,South-eastern Asia,729.0,109.11,722.0,1.34,1.34,0.4,1.0,4.0,0.2,0.6,0.6,70.7,74.27,0.4,0.4,1.0,0.4,0.6,0.66,0.4,0.0
Hong Kong,HK,Asia,Eastern Asia,1942.0,257.83,2953.0,3.22,3.22,0.4,0.27,52.0,0.6,-2.6294111534252663e-17,0.8,-1.803060161176186e-17,28.5,0.6,0.8,0.6,0.45,1.0,0.83,1.0,0.0
Perth,AU,Oceania,Australia and New Zealand,1938.0,332.05,3130.0,3.02,3.02,0.8,0.6,5.0,0.8,1.0,1.0,22.5,17.84,1.0,0.8,1.0,0.8,1.0,0.88,0.6,0.0
Wollongong,AU,Oceania,Australia and New Zealand,2561.0,226.4,2648.0,5.66,5.66,0.8,1.0,50.0,0.8,1.0,0.8,22.5,17.84,1.0,1.0,1.0,0.8,1.0,0.87,0.6,0.0
Cairns,AU,Oceania,Australia and New Zealand,2541.0,298.09,2448.0,5.66,5.66,0.4,0.8,16.0,0.8,1.0,0.8,22.5,17.84,1.0,0.8,0.8,0.8,1.0,0.86,1.0,0.0
Brisbane,AU,Oceania,Australia and New Zealand,3135.0,290.54,2827.0,7.55,7.55,0.8,0.2,7.0,0.8,1.0,1.0,22.5,17.84,1.0,0.8,0.8,0.8,0.6,0.83,0.6,0.0
Gold Coast,AU,Oceania,Australia and New Zealand,2986.0,565.99,3888.0,4.53,4.53,0.4,0.2,20.0,0.8,1.0,0.6,22.5,17.84,0.8,0.8,1.0,0.8,1.0,0.83,0.6,0.0
Hobart,AU,Oceania,Australia and New Zealand,2248.0,237.72,1944.0,3.77,3.77,0.4,1.0,30.0,0.8,1.0,0.8,22.5,17.84,1.0,0.8,1.0,0.8,1.0,0.88,0.6,0.0
Sydney,AU,Oceania,Australia and New Zealand,2895.0,301.86,4849.0,5.66,5.66,0.8,0.6,18.0,0.8,1.0,0.8,22.5,17.84,0.8,1.0,1.0,0.8,0.98,0.8,0.4,0.0
Melbourne,AU,Oceania,Australia and New Zealand,2934.0,415.06,3285.0,5.66,5.66,0.6,0.2,6.0,0.8,1.0,0.82,22.5,17.84,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.0
Darwin,AU,Oceania,Australia and New Zealand,4441.0,766.73,4097.0,9.43,9.43,0.4,0.8,25.0,0.8,1.0,0.8,22.5,17.84,1.0,0.8,1.0,0.8,0.8,0.86,0.8,0.0
Canberra,AU,Oceania,Australia and New Zealand,3060.0,460.34,3287.0,5.66,5.66,0.4,1.0,10.0,0.8,1.0,1.0,22.5,17.84,1.0,0.8,1.0,0.8,0.6,0.81,1.0,0.0
Adelaide,AU,Oceania,Australia and New Zealand,2345.0,452.79,2913.0,3.77,3.77,0.8,0.8,4.0,0.8,1.0,1.0,22.5,17.84,1.0,1.0,0.8,0.8,0.8,0.83,0.8,0.0
Byron Bay,AU,Oceania,Australia and New Zealand,3183.0,409.02,8270.0,3.77,3.77,0.4,0.8,3.0,0.8,1.0,0.6,22.5,17.84,0.6,0.6,0.6,0.6,0.8,0.75,0.6,0.0
Seoul,KR,Asia,Eastern Asia,1892.0,85.4,1914.0,3.84,3.84,0.8,1.0,56.0,0.6,0.8,1.0,36.1,28.58,1.0,0.64,0.8,0.4,0.8,0.88,1.0,0.0
Daegu,KR,Asia,Eastern Asia,1708.0,21.35,883.0,3.13,3.13,1.0,1.0,30.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,1.0,0.87,1.0,0.0
Busan,KR,Asia,Eastern Asia,1716.0,21.35,1256.0,3.44,3.44,1.0,1.0,31.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,1.0,0.87,0.91,0.0
Jeju Island,KR,Asia,Eastern Asia,1966.0,281.82,1463.0,2.99,2.99,0.4,1.0,99.0,0.6,0.8,1.0,36.1,28.58,1.0,0.64,0.96,0.45,0.8,0.84,0.6,0.0
Daejeon,KR,Asia,Eastern Asia,1725.0,21.35,1317.0,3.63,3.63,1.0,1.0,37.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,0.6,0.82,0.6,0.0
Gwangju,KR,Asia,Eastern Asia,1486.0,21.35,1628.0,3.23,3.23,1.0,1.0,27.0,0.6,0.8,1.0,36.1,28.58,0.8,0.4,0.8,0.6,0.6,0.82,0.6,0.0
Utrecht,NL,Europe,Western Europe,3129.0,298.94,2759.0,5.38,5.38,0.8,0.8,37.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,1.0,0.8,0.8,0.9,0.8,1.0
Groningen,NL,Europe,Western Europe,2761.0,107.53,2118.0,5.38,5.38,0.8,0.8,65.0,1.0,1.0,0.8,28.2,8.76,0.8,1.0,0.8,0.8,0.6,0.88,0.8,1.0
Rotterdam,NL,Europe,Western Europe,3041.0,161.3,2527.0,5.38,5.38,0.8,0.8,50.0,1.0,1.0,0.6,28.2,8.76,0.6,0.8,0.8,0.8,0.6,0.84,0.8,1.0
Leiden,NL,Europe,Western Europe,3469.0,188.18,2521.0,5.38,5.38,0.8,0.8,17.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,1.0,0.8,0.8,0.92,0.8,1.0
Eindhoven,NL,Europe,Western Europe,3271.0,241.95,2658.0,5.38,5.38,0.8,0.8,59.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,0.8,0.8,0.6,0.89,0.6,1.0
The Hague,NL,Europe,Western Europe,3006.0,258.08,2764.0,5.38,5.38,0.8,0.8,0.0,1.0,1.0,1.0,28.2,8.76,1.0,1.0,1.0,0.8,0.8,0.86,0.6,1.0
Nijmegen,NL,Europe,Western Europe,2841.0,268.83,2063.0,5.38,5.38,0.4,0.8,36.0,1.0,1.0,0.8,28.2,8.76,0.0,0.6,0.8,0.8,0.6,0.8,0.6,1.0
Amsterdam,NL,Europe,Western Europe,3314.0,258.08,3767.0,5.38,5.38,0.8,0.8,10.0,1.0,1.0,0.8,28.2,8.76,0.8,1.0,0.98,0.8,0.8,0.8,1.0,1.0
Haarlem,NL,Europe,Western Europe,3480.0,188.18,3802.0,5.38,5.38,0.4,0.8,28.0,1.0,1.0,1.0,28.2,8.76,0.8,1.0,0.8,0.6,0.8,0.84,0.6,0.0
Tilburg,NL,Europe,Western Europe,3376.0,333.22,2919.0,4.3,4.3,0.8,0.8,22.0,1.0,1.0,1.0,28.2,8.76,0.8,0.8,0.8,0.6,0.6,0.82,0.6,0.0
